1,1,2,3
2,3,3,3
3,2,2,1
4,2,1,1
5,3,3,2
6,1,2,3
7,1,2,2
8,1,1,2
9,3,1,3
10,1,3,2
11,2,2,3
12,3,3,3
13,3,2,3
14,2,2,2
15,1,2,2
16,3,2,3
17,1,1,1
18,3,3,1
19,2,3,2
20,3,3,3
21,1,2,2
22,1,2,2
23,3,2,1
24,3,3,1
25,3,1,2
26,1,2,2
27,2,1,3
28,1,1,2
29,2,1,3
30,2,3,2
31,3,2,3
32,2,2,3
33,3,3,3
34,2,2,3
35,1,3,1
36,3,2,3
37,1,2,1
38,3,2,3
39,2,2,3
40,1,3,2
41,1,3,2
42,1,1,3
43,2,2,3
44,1,2,3
45,3,3,2
46,3,1,1
47,3,3,1
48,2,1,1
49,2,1,3
50,1,3,3
51,3,1,3
52,1,2,3
53,1,1,2
54,2,3,3
55,2,2,3
56,1,2,1
57,1,1,2
58,3,3,2
59,3,3,1
60,2,1,1
61,1,2,1
62,1,3,2
63,3,3,2
64,2,3,3
65,1,1,1
66,1,2,2
67,3,1,1
68,3,2,1
69,2,2,2
70,2,1,1
71,3,1,2
72,1,3,2
73,2,2,2
74,1,3,2
75,1,3,3
76,1,2,2
77,3,3,1
78,2,1,1
79,1,1,3
80,3,3,1
81,1,1,3
82,3,2,2
83,3,1,2
84,2,3,3
85,3,1,3
86,3,1,2
87,2,2,2
88,2,2,1
89,3,2,2
90,3,1,3
91,3,1,2
92,1,2,1
93,2,3,2
94,2,2,1
95,2,1,1
96,2,2,2
97,1,1,3
98,3,2,2
99,2,3,2
100,1,3,2
101,1,2,2
102,2,1,1
103,3,2,3
104,2,2,3
105,1,2,1
106,1,3,3
107,3,1,1
108,1,3,1
109,1,3,1
110,1,3,2
111,3,2,1
112,1,2,3
113,3,1,1
114,1,1,3
115,3,2,2
116,1,1,1
117,2,1,2
118,2,1,3
119,1,3,1
120,3,1,1
121,3,1,3
122,3,1,3
123,1,2,1
124,3,3,1
125,2,1,2
126,1,1,2
127,1,2,2
128,2,2,1
129,2,2,1
130,2,3,1
131,2,2,1
132,1,1,1
133,1,2,3
134,3,2,1
135,1,2,3
136,3,2,2
137,1,3,3
138,1,2,3
139,3,1,2
140,3,3,1
141,1,1,1
142,3,3,3
143,1,3,3
144,2,1,2
145,3,1,2
146,1,2,1
147,2,2,3
148,3,1,2
149,3,2,1
150,3,3,3
151,2,1,3
152,1,2,3
153,2,3,1
154,3,3,3
155,2,1,2
156,3,1,3
157,1,1,1
158,3,2,1
159,1,1,2
160,2,1,2
161,1,1,1
162,2,3,2
163,3,2,2
164,2,3,1
165,3,1,3
166,3,1,3
167,3,2,2
168,2,1,1
169,2,2,2
170,2,1,2
171,1,1,1
172,2,3,3
173,2,3,3
174,3,2,1
175,2,1,2
176,2,1,3
177,2,3,1
178,2,2,1
179,2,3,1
180,1,2,2
181,3,2,1
182,1,1,3
183,2,3,2
184,1,2,3
185,3,2,1
186,3,2,1
187,3,3,2
188,3,2,1
189,3,2,2
190,2,2,1
191,3,1,2
192,1,2,3
193,1,2,3
194,2,1,1
195,3,1,3
196,3,2,2
197,3,1,3
198,1,3,3
199,1,1,3
200,2,3,2
201,1,1,1
202,3,1,1
203,3,3,1
204,1,2,3
205,3,2,3
206,1,2,3
207,3,2,2
208,2,3,3
209,2,2,2
210,3,3,2
211,2,2,2
212,3,2,1
213,1,2,1
214,2,1,1
215,2,2,3
216,2,1,1
217,1,2,3
218,1,2,2
219,2,2,3
220,3,2,1
221,2,1,1
222,2,3,1
223,2,2,3
224,2,2,3
225,1,2,3
226,3,2,1
227,3,1,1
228,3,2,2
229,1,3,2
230,2,2,3
231,2,2,1
232,2,1,3
233,1,2,1
234,2,1,2
235,3,1,3
236,3,3,1
237,2,3,1
238,1,2,3
239,2,1,3
240,2,2,3
