1,1,50,10
2,10,10,10
3,50,50,1
4,50,1,1
5,10,10,50
6,1,50,10
7,1,50,50
8,1,1,50
9,10,1,10
10,1,10,50
11,50,50,10
12,10,10,10
13,10,50,10
14,50,50,50
15,1,50,50
16,10,50,10
17,1,1,1
18,10,10,1
19,50,10,50
20,10,10,10
21,1,50,50
22,1,50,50
23,10,50,1
24,10,10,1
25,10,1,50
26,1,50,50
27,50,1,10
28,1,1,50
29,50,1,10
30,50,10,50
31,10,50,10
32,50,50,10
33,10,10,10
34,50,50,10
35,1,10,1
36,10,50,10
37,1,50,1
38,10,50,10
39,50,50,10
40,1,10,50
41,1,10,50
42,1,1,10
43,50,50,10
44,1,50,10
45,10,10,50
46,10,1,1
47,10,10,1
48,50,1,1
49,50,1,10
50,1,10,10
51,10,1,10
52,1,50,10
53,1,1,50
54,50,10,10
55,50,50,10
56,1,50,1
57,1,1,50
58,10,10,50
59,10,10,1
60,50,1,1
61,1,50,1
62,1,10,50
63,10,10,50
64,50,10,10
65,1,1,1
66,1,50,50
67,10,1,1
68,10,50,1
69,50,50,50
70,50,1,1
71,10,1,50
72,1,10,50
73,50,50,50
74,1,10,50
75,1,10,10
76,1,50,50
77,10,10,1
78,50,1,1
79,1,1,10
80,10,10,1
81,1,1,10
82,10,50,50
83,10,1,50
84,50,10,10
85,10,1,10
86,10,1,50
87,50,50,50
88,50,50,1
89,10,50,50
90,10,1,10
91,10,1,50
92,1,50,1
93,50,10,50
94,50,50,1
95,50,1,1
96,50,50,50
97,1,1,10
98,10,50,50
99,50,10,50
100,1,10,50
101,1,50,50
102,50,1,1
103,10,50,10
104,50,50,10
105,1,50,1
106,1,10,10
107,10,1,1
108,1,10,1
109,1,10,1
110,1,10,50
111,10,50,1
112,1,50,10
113,10,1,1
114,1,1,10
115,10,50,50
116,1,1,1
117,50,1,50
118,50,1,10
119,1,10,1
120,10,1,1
121,10,1,10
122,10,1,10
123,1,50,1
124,10,10,1
125,50,1,50
126,1,1,50
127,1,50,50
128,50,50,1
129,50,50,1
130,50,10,1
131,50,50,1
132,1,1,1
133,1,50,10
134,10,50,1
135,1,50,10
136,10,50,50
137,1,10,10
138,1,50,10
139,10,1,50
140,10,10,1
141,1,1,1
142,10,10,10
143,1,10,10
144,50,1,50
145,10,1,50
146,1,50,1
147,50,50,10
148,10,1,50
149,10,50,1
150,10,10,10
151,50,1,10
152,1,50,10
153,50,10,1
154,10,10,10
155,50,1,50
156,10,1,10
157,1,1,1
158,10,50,1
159,1,1,50
160,50,1,50
161,1,1,1
162,50,10,50
163,10,50,50
164,50,10,1
165,10,1,10
166,10,1,10
167,10,50,50
168,50,1,1
169,50,50,50
170,50,1,50
171,1,1,1
172,50,10,10
173,50,10,10
174,10,50,1
175,50,1,50
176,50,1,10
177,50,10,1
178,50,50,1
179,50,10,1
180,1,50,50
181,10,50,1
182,1,1,10
183,50,10,50
184,1,50,10
185,10,50,1
186,10,50,1
187,10,10,50
188,10,50,1
189,10,50,50
190,50,50,1
191,10,1,50
192,1,50,10
193,1,50,10
194,50,1,1
195,10,1,10
196,10,50,50
197,10,1,10
198,1,10,10
199,1,1,10
200,50,10,50
201,1,1,1
202,10,1,1
203,10,10,1
204,1,50,10
205,10,50,10
206,1,50,10
207,10,50,50
208,50,10,10
209,50,50,50
210,10,10,50
211,50,50,50
212,10,50,1
213,1,50,1
214,50,1,1
215,50,50,10
216,50,1,1
217,1,50,10
218,1,50,50
219,50,50,10
220,10,50,1
221,50,1,1
222,50,10,1
223,50,50,10
224,50,50,10
225,1,50,10
226,10,50,1
227,10,1,1
228,10,50,50
229,1,10,50
230,50,50,10
231,50,50,1
232,50,1,10
233,1,50,1
234,50,1,50
235,10,1,10
236,10,10,1
237,50,10,1
238,1,50,10
239,50,1,10
240,50,50,10
241,10,1,10
242,1,1,50
243,50,1,1
244,10,50,50
245,10,10,10
246,1,10,1
247,10,1,10
248,50,50,1
249,10,50,1
250,10,50,50
251,50,10,10
252,1,10,10
253,1,50,1
254,1,1,10
255,1,50,10
256,1,50,10
257,50,1,10
258,50,1,50
259,50,50,10
260,10,10,10
261,50,10,10
262,1,10,10
263,1,50,10
264,1,1,1
265,1,10,10
266,50,50,50
267,10,1,50
268,50,50,1
269,1,10,10
270,10,1,50
271,50,1,1
272,1,1,10
273,50,50,1
274,10,10,50
275,10,10,1
276,10,50,50
277,50,1,1
278,10,50,1
279,10,10,1
280,1,10,10
281,1,1,1
282,50,50,1
283,10,50,50
284,50,50,10
285,10,50,10
286,50,1,50
287,1,10,50
288,1,50,1
289,1,10,10
290,50,50,10
291,1,50,50
292,1,50,50
293,1,1,10
294,50,50,50
295,1,1,50
296,1,50,10
297,50,1,50
298,10,10,50
299,10,1,10
300,50,50,50
301,10,50,50
302,1,10,50
303,1,1,10
304,50,10,50
305,10,1,10
306,1,10,50
307,1,50,1
308,50,50,10
309,10,10,10
310,10,50,10
311,1,50,50
312,10,50,1
313,50,10,10
314,50,50,50
315,10,50,10
316,10,1,10
317,10,1,1
318,10,1,1
319,10,10,10
320,1,10,50
321,1,1,10
322,10,1,50
323,10,1,50
324,10,10,10
325,1,1,50
326,10,10,1
327,10,1,1
328,50,1,10
329,1,10,1
330,10,50,10
331,50,1,1
332,1,10,1
333,10,10,10
334,1,50,1
335,1,1,1
336,50,50,10
337,10,50,1
338,10,50,10
339,1,10,1
340,50,50,10
341,1,10,10
342,1,10,10
343,1,10,10
344,10,1,50
345,10,1,1
346,1,50,50
347,10,10,50
348,10,1,50
349,10,50,50
350,10,1,50
351,1,1,10
352,1,50,1
353,50,50,1
354,10,10,50
355,50,10,10
356,10,50,1
357,1,1,50
358,1,1,50
359,10,10,50
360,10,1,10
361,1,50,10
362,50,1,50
363,10,10,10
364,50,50,1
365,1,1,50
366,50,50,1
367,50,10,50
368,50,1,1
369,1,50,10
370,1,1,50
371,50,10,10
372,50,50,50
373,50,50,1
374,50,10,1
375,1,50,1
376,50,1,1
377,1,1,50
378,10,1,50
379,50,50,10
380,1,10,10
381,1,10,1
382,50,10,50
383,50,10,10
384,1,1,50
385,50,50,50
386,50,50,10
387,50,50,50
388,1,10,1
389,10,50,50
390,50,50,50
391,50,1,50
392,10,1,10
393,1,1,1
394,50,10,50
395,10,1,10
396,10,10,50
397,1,1,1
398,1,50,50
399,1,50,10
400,50,1,50
401,1,1,50
402,1,50,1
403,1,50,1
404,1,1,1
405,1,1,1
406,50,10,1
407,10,10,1
408,50,10,10
409,50,1,10
410,50,10,10
411,1,1,50
412,10,50,10
413,10,1,50
414,10,10,50
415,50,1,1
416,1,1,1
417,10,1,10
418,50,1,10
419,1,50,10
420,50,10,10
421,50,10,10
422,50,50,1
423,10,10,50
424,1,1,1
425,50,1,1
426,10,10,50
427,1,10,10
428,50,1,1
429,10,50,50
430,50,1,1
431,10,10,10
432,10,10,1
433,1,50,10
434,1,10,1
435,10,50,50
436,10,10,10
437,10,10,10
438,1,10,10
439,10,1,1
440,1,10,10
441,50,50,1
442,1,50,50
443,10,1,50
444,10,50,1
445,1,50,1
446,50,10,1
447,10,10,10
448,10,50,50
449,1,50,1
450,50,10,50
451,50,10,50
452,50,50,10
453,50,50,10
454,10,10,50
455,50,50,10
456,1,10,50
457,50,10,1
458,1,1,1
459,50,1,10
460,10,50,1
461,50,50,10
462,1,1,1
463,10,50,1
464,1,50,10
465,1,10,50
466,10,50,10
467,1,10,10
468,10,50,50
469,1,10,1
470,1,50,1
471,1,1,1
472,50,1,50
473,1,10,1
474,10,50,1
475,50,1,1
476,10,1,10
477,50,50,50
478,1,1,1
479,1,1,50
480,50,1,10
481,1,1,10
482,50,10,1
483,1,1,1
484,1,50,50
485,50,1,50
486,50,50,1
487,1,50,1
488,50,50,1
489,50,10,1
490,1,1,1
491,1,10,10
492,10,1,10
493,10,1,1
494,50,50,50
495,10,10,10
496,50,1,50
497,1,1,1
498,1,50,50
499,50,10,1
500,10,10,1
501,50,10,10
502,50,50,50
503,1,10,1
504,50,10,10
505,1,10,1
506,1,50,1
507,10,1,1
508,1,50,10
509,10,1,1
510,10,10,1
511,1,10,50
512,1,1,1
513,1,50,50
514,1,10,10
515,10,50,1
516,50,50,50
517,1,10,1
518,50,10,10
519,1,1,10
520,50,10,1
521,10,1,10
522,50,50,1
523,1,1,50
524,50,50,10
525,50,50,10
526,50,10,1
527,10,10,1
528,50,1,10
529,10,10,10
530,1,10,10
531,50,50,10
532,1,50,10
533,50,10,1
534,1,1,1
535,1,1,50
536,50,10,50
537,50,1,50
538,10,50,1
539,1,50,50
540,50,10,50
541,10,50,1
542,1,10,1
543,10,10,10
544,1,1,50
545,10,1,1
546,1,1,1
547,10,10,10
548,10,1,10
549,50,50,50
550,10,50,50
551,50,1,50
552,50,10,50
553,1,10,50
554,10,10,1
555,10,1,10
556,1,10,10
557,1,10,1
558,50,1,1
559,1,50,10
560,1,1,10
561,10,10,1
562,10,1,1
563,1,1,1
564,1,50,10
565,10,50,1
566,10,1,50
567,50,1,50
568,1,50,1
569,50,10,1
570,10,10,10
571,1,50,10
572,1,10,1
573,10,50,10
574,1,1,50
575,10,10,50
576,50,10,10
577,1,10,50
578,50,50,10
579,50,10,1
580,50,50,1
581,1,1,1
582,10,10,1
583,1,50,10
584,50,50,1
585,1,50,10
586,1,1,50
587,50,10,10
588,1,50,10
589,50,50,1
590,1,1,1
591,1,50,10
592,1,1,10
593,50,10,10
594,10,1,1
595,10,50,10
596,50,10,50
597,50,50,10
598,50,10,10
599,1,10,10
600,1,10,10
601,50,50,10
602,1,10,50
603,1,1,1
604,10,10,10
605,10,50,1
606,1,10,10
607,10,1,1
608,10,10,10
609,1,10,10
610,50,50,10
611,10,50,1
612,10,50,10
613,50,1,50
614,1,50,50
615,10,50,1
616,50,1,10
617,10,50,50
618,1,1,1
619,10,1,10
620,50,50,50
621,50,10,50
622,1,1,10
623,10,1,50
624,10,50,1
625,50,10,50
626,1,1,50
627,1,10,50
628,1,50,50
629,1,1,1
630,10,1,1
631,1,1,1
632,10,50,1
633,1,10,50
634,1,50,1
635,50,1,50
636,10,50,50
637,10,10,1
638,10,10,50
639,50,50,50
640,50,1,10
641,50,1,1
642,10,10,10
643,10,50,10
644,50,50,1
645,1,10,10
646,10,10,50
647,50,1,1
648,50,10,1
649,50,50,10
650,50,10,1
651,1,50,50
652,10,10,1
653,10,1,1
654,10,50,10
655,10,1,10
656,50,10,1
657,1,10,10
658,10,50,50
659,1,10,10
660,10,50,1
661,1,1,50
662,10,1,10
663,10,50,50
664,50,1,50
665,10,10,50
666,1,1,50
667,50,10,10
668,10,1,10
669,1,1,50
670,10,50,10
671,1,10,10
672,50,1,1
673,50,1,10
674,1,10,10
675,10,10,10
676,50,1,1
677,10,50,50
678,10,1,1
679,10,10,50
680,10,10,10
681,10,10,10
682,10,10,1
683,10,10,50
684,50,10,1
685,1,1,50
686,1,50,1
687,1,1,50
688,1,1,10
689,10,1,1
690,50,1,1
691,1,10,1
692,1,1,10
693,1,10,10
694,10,50,1
695,10,1,1
696,10,10,50
697,50,1,1
698,10,10,1
699,10,1,10
700,1,50,1
701,50,10,50
702,1,10,10
703,1,10,10
704,50,50,1
705,1,50,50
706,50,50,50
707,50,1,10
708,1,50,10
709,50,10,1
710,50,1,50
711,50,50,50
712,50,1,1
713,50,1,50
714,1,1,10
715,10,50,1
716,1,50,1
717,10,1,50
718,10,50,10
719,1,1,1
720,1,10,10
721,1,1,10
722,50,1,1
723,50,1,1
724,10,10,10
725,50,10,1
726,10,1,50
727,10,50,50
728,1,50,1
729,10,1,10
730,10,50,1
731,50,10,10
732,1,1,50
733,10,1,50
734,1,10,1
735,50,50,1
736,1,50,1
737,10,1,1
738,1,50,10
739,1,1,1
740,1,10,10
741,10,50,10
742,1,1,1
743,10,1,50
744,1,1,10
745,10,10,1
746,1,10,1
747,10,10,10
748,50,1,10
749,50,1,1
750,1,50,10
751,1,10,10
752,50,1,50
753,50,1,50
754,1,10,10
755,1,1,10
756,10,1,50
757,50,1,10
758,10,1,10
759,10,1,50
760,50,10,10
761,1,1,50
762,10,10,10
763,1,50,50
764,50,1,50
765,50,1,10
766,10,1,1
767,1,1,10
768,10,10,1
769,10,10,1
770,50,1,50
771,1,1,1
772,1,10,10
773,50,50,50
774,10,1,50
