1,1,2,10
2,10,10,10
3,2,2,1
4,2,1,1
5,10,10,2
6,1,2,10
7,1,2,2
8,1,1,2
9,10,1,10
10,1,10,2
11,2,2,10
12,10,10,10
13,10,2,10
14,2,2,2
15,1,2,2
16,10,2,10
17,1,1,1
18,10,10,1
19,2,10,2
20,10,10,10
21,1,2,2
22,1,2,2
23,10,2,1
24,10,10,1
25,10,1,2
26,1,2,2
27,2,1,10
28,1,1,2
29,2,1,10
30,2,10,2
31,10,2,10
32,2,2,10
33,10,10,10
34,2,2,10
35,1,10,1
36,10,2,10
37,1,2,1
38,10,2,10
39,2,2,10
40,1,10,2
41,1,10,2
42,1,1,10
43,2,2,10
44,1,2,10
45,10,10,2
46,10,1,1
47,10,10,1
48,2,1,1
49,2,1,10
50,1,10,10
51,10,1,10
52,1,2,10
53,1,1,2
54,2,10,10
55,2,2,10
56,1,2,1
57,1,1,2
58,10,10,2
59,10,10,1
60,2,1,1
61,1,2,1
62,1,10,2
63,10,10,2
64,2,10,10
65,1,1,1
66,1,2,2
67,10,1,1
68,10,2,1
69,2,2,2
70,2,1,1
71,10,1,2
72,1,10,2
73,2,2,2
74,1,10,2
75,1,10,10
76,1,2,2
77,10,10,1
78,2,1,1
79,1,1,10
80,10,10,1
81,1,1,10
82,10,2,2
83,10,1,2
84,2,10,10
85,10,1,10
86,10,1,2
87,2,2,2
88,2,2,1
89,10,2,2
90,10,1,10
91,10,1,2
92,1,2,1
93,2,10,2
94,2,2,1
95,2,1,1
96,2,2,2
97,1,1,10
98,10,2,2
99,2,10,2
100,1,10,2
101,1,2,2
102,2,1,1
103,10,2,10
104,2,2,10
105,1,2,1
106,1,10,10
107,10,1,1
108,1,10,1
109,1,10,1
110,1,10,2
111,10,2,1
112,1,2,10
113,10,1,1
114,1,1,10
115,10,2,2
116,1,1,1
117,2,1,2
118,2,1,10
119,1,10,1
120,10,1,1
121,10,1,10
122,10,1,10
123,1,2,1
124,10,10,1
125,2,1,2
126,1,1,2
127,1,2,2
128,2,2,1
129,2,2,1
130,2,10,1
131,2,2,1
132,1,1,1
133,1,2,10
134,10,2,1
135,1,2,10
136,10,2,2
137,1,10,10
138,1,2,10
139,10,1,2
140,10,10,1
141,1,1,1
142,10,10,10
143,1,10,10
144,2,1,2
145,10,1,2
146,1,2,1
147,2,2,10
148,10,1,2
149,10,2,1
150,10,10,10
151,2,1,10
152,1,2,10
153,2,10,1
154,10,10,10
155,2,1,2
156,10,1,10
157,1,1,1
158,10,2,1
159,1,1,2
160,2,1,2
161,1,1,1
162,2,10,2
163,10,2,2
164,2,10,1
165,10,1,10
166,10,1,10
167,10,2,2
168,2,1,1
169,2,2,2
170,2,1,2
171,1,1,1
172,2,10,10
173,2,10,10
174,10,2,1
175,2,1,2
176,2,1,10
177,2,10,1
178,2,2,1
179,2,10,1
180,1,2,2
181,10,2,1
182,1,1,10
183,2,10,2
184,1,2,10
185,10,2,1
186,10,2,1
187,10,10,2
188,10,2,1
189,10,2,2
190,2,2,1
191,10,1,2
192,1,2,10
193,1,2,10
194,2,1,1
195,10,1,10
196,10,2,2
197,10,1,10
198,1,10,10
199,1,1,10
200,2,10,2
201,1,1,1
202,10,1,1
203,10,10,1
204,1,2,10
205,10,2,10
206,1,2,10
207,10,2,2
208,2,10,10
209,2,2,2
210,10,10,2
211,2,2,2
212,10,2,1
213,1,2,1
214,2,1,1
215,2,2,10
216,2,1,1
217,1,2,10
218,1,2,2
219,2,2,10
220,10,2,1
221,2,1,1
222,2,10,1
223,2,2,10
224,2,2,10
225,1,2,10
226,10,2,1
227,10,1,1
228,10,2,2
229,1,10,2
